,Pokemon,physiology
6,Lilligant," It has one long, large leaf on the back of its head that resembles flowing hair and it has orange eyes"
7,Lilligant," Below its bulb-like mid-section, it has a cluster of four curled yellow foot-like limbs that allow it to stand upright"
8,Lilligant,"Hisuian Lilligant has a more slender build, and slimmer legs that have purple tips and yellow ""shoes"" on them, as well as lacking a ""skirt"""
9,Lilligant," Its flower is purplish pink, and its ""hair"" is notably shorter"
10,Lilligant, Its eyes are purple instead of orange
11,Lilligant, Their legs are believed to be a result of living in mountains that are covered in snow
0,Sandile,Sandile largely resembles a crocodile
1,Sandile," It has what appears to be a black stripe near its eyes in the appearance of a mask, and is mainly a light brownish tan with black striped through its body"
2,Sandile," On its belly it can be noted that a pink replaces the tan shade, though the stripes continue regularly and later on it'll be used for its evolved form known as Krokorok"
3,Sandile," It has four legs, a short tail, and three claws to each foot"
4,Sandile," Its eyes don't seem to have any sort of coloring besides black, and it has large nostrils"
5,Sandile, No teeth show when its mouth is closed
6,Sandile,Sandile dwell in arid and sandy deserts
7,Sandile," They spend most of their time submerged in the sand, leaving only their nostrils and eyes above the surface"
8,Sandile," They use their powerful legs and lower bodies to ""swim"" within the dunes"
9,Sandile," Because Sandile are cold-blooded, they rely on the outside environment to regulate their body temperatures"
10,Sandile,"During the sweltering heat of the daytime, staying buried in the sand keeps them cool, and also to hide themselves from their prey that they intend to ambush"
11,Sandile," At night, however, when temperatures drop drastically, these Pokémon rely on the heat retained in the sand from the daytime to stay warm"
12,Sandile," Sandile also have dark membranes over their eyes; not only do they protect them from blowing sand, but they also shield their eyes from the intense light of the desert sun, absorbing its ultraviolet rays"
13,Sandile," Though Sandile are predators, desert scarcity and their small stature often leaves them with little choice but scavenging"
14,Sandile," They are ubiquitous in this role and are sometimes known as the ""cleaners of the desert"
16,Sandile,"Sandile are known to be inquisitive towards human travelers, often walking beneath them or tearing holes in their bags to examine their contents"
17,Sandile," However, they rarely mean any harm, and may even befriend trekkers if they enjoy their presence"
18,Sandile," Though normally solitary, Sandile seem to instinctively protect others of their kind if they see any of them being threatened"
19,Sandile," In warm weather, they may occasionally venture out of their desert homes, though this is a rare occurrence"
20,Sandile,Sandile evolves into Krokorok at level 29
21,Sandile, It then evolves into Krookodile at level 40
0,Krokorok,It is a bipedal crocodile-like Pokémon that is similar in many ways to its pre-evolution
1,Krokorok," Its body is the same shade of tan; it has a pink belly, with black striping showing through"
2,Krokorok," It has become a biped, unlike its quadrupedal pre-evolution"
3,Krokorok," Its tail is longer, and there are spikes along its spine"
4,Krokorok," Its nostrils are more proportioned to the rest of the face than its pre-evolution, and its hind claws are now white"
5,Krokorok," It has three clawed toes on each leg, and its teeth are more prominent, even when the mouth is closed"
6,Krokorok," Its arms are less muscular now, presumably due to walking on only its back legs"
0,Krookodile,"Krookodile is a large, bulky reptilian crocodile-like Pokémon"
1,Krookodile," Its body is mainly brick-red in color, and covered in black stripes with pointed ends; it has a round gray belly"
2,Krookodile, It has considerably large and razor-sharp teeth and claws
3,Krookodile," Around its eyes, there is a black patch resembling a bandit's mask, or a stylized pair of sunglasses"
4,Krookodile, It somewhat resembles the dinosaur Baryonyx
0,Darumaka,"Darumaka is a small, round, red Pokémon"
1,Darumaka, Its short limbs have are identical as they are orange and have 3 digits
2,Darumaka," It has large eyes with small, dark pupils and a small, grinning mouth with three teeth"
3,Darumaka," In between them, it has an orange mark on its face"
4,Darumaka," It has big, yellow eyebrows and three yellow ovals on its stomach"
5,Darumaka,Galarian Darumaka's snow-white coat is thicker than a Unovan Darumaka's coat
6,Darumaka, It has a pair of turquoise ice crystals in place of its eyebrows
7,Darumaka," Instead of oval-shaped markings, a pair of diamond-shaped ice crystals adorn its chest like buttons"
8,Darumaka," Its face, hands, and feet are blue rather than orange"
9,Darumaka," Unlike its normal form, Galarian Darumaka has a timid frown instead of a mischievous smile"
0,Maractus,"Maractus is a small plant-based cactus-like Pokémon, as its name suggests, with a somewhat feminine appearance"
1,Maractus, It has two ear-like extensions protruding from its head that end in lavender flowers
2,Maractus, They have three yellow thorns on them similar to one on the middle of Maractus' forehead
3,Maractus, It has yellow eyes and a zigzagged w-shaped mouth
4,Maractus," Its main body is made of two shades of green (one shade lighter or darker than the other, the light being the main body color and the dark being the secondary), and ends in either a single star-shaped foot or what appears to be a star-shaped bush"
5,Maractus, It has mid-sized arms that end in a sort of dark green frill before the hand
6,Maractus, Its hands each have three yellow claws similar to its thorns
7,Maractus,"Its Shiny form has a vivid green hue replacing the main body color, and purple replacing the secondary"
8,Maractus, The yellow in its eyes and thorns is replaced by lavender and consequently the lavender in its flowers is replaced by yellow
0,Dwebble,Dwebble is a small hermit crab-like Pokémon
1,Dwebble," Its body is orange, and it carries a gray rocky shell on its back"
2,Dwebble," It has a round head, long eye stalks with round black eyes, and a small mouth"
3,Dwebble," It has a set of four claw-like legs, with large sharp claws on its front legs"
4,Dwebble,"Dwebble is able to come out of its rocky shell, and repair it if it becomes damaged"
0,Crustle,Crustle is a red and brown colored crab-like Pokémon with a large block of stone that resembles a sedimentary rock on its back that it uses as a shell
1,Crustle, The rocky shell is striped with various shades of brown and orange
2,Crustle," Its body is red-orange, and it has six small legs, as well as two large front claws"
3,Crustle,"Like its pre-evolution, Dwebble, Crustle is able to come out of its shell"
0,Scraggy,"Scraggy is a small bipedal, lizard-like Pokémon"
1,Scraggy," Its body is mainly yellow in color, with a red scaly belly; below the yellow portion of its head, its body is cream-colored"
2,Scraggy," Scraggy's head is large and heavy, and they tend to headbutt"
3,Scraggy," It has large, bulgy ovular eyes with black pupils that are set to the sides of its head"
4,Scraggy," Its white teeth appear to be constantly exposed, giving it a grinning appearance"
5,Scraggy, It has two tiny nostrils above its grinning mouth
6,Scraggy, There is a small red scale atop its yellow head
7,Scraggy," Scraggy has loose, yellow shed skin around its legs, resembling baggy trousers"
8,Scraggy, Some of the loose skin around its legs to trails off to form or cover its tail
9,Scraggy," Scraggy's shed skin “pants” are very elastic and can be pulled up to its neck, which enables it to reduce the damage it takes from attacks"
10,Scraggy, Shiny Scraggy is slightly darker in color
0,Scrafty,Scrafty is an bipedal reptilian lizard-like Pokémon
1,Scrafty, Its body is mainly orange with a red mohawk-like crest atop its head
2,Scrafty," It has large eyes with small black pupils, and gray eyelids"
3,Scrafty, It has a deep gray scaly belly with black segments
4,Scrafty," It has a broad, down-turned mouth with exposed teeth, and small nostrils"
5,Scrafty," Scrafty appears to have loose yellowish shed skin on its lower half that resemble baggy pants, which cover its legs and its tail"
6,Scrafty, Scrafty's tail has a small red scale at the end
7,Scrafty," It also has a shed-skin hood around its neck, which it can pull over its face"
0,Sigilyph,"Sigilyph is a multi-colored Pokémon with wings and four feather-like appendages on its lower body that are blue, red and yellow by the base"
1,Sigilyph," Its ""main"" body is mostly black, with a green zig-zag pattern in the middle and a black pattern which is surrounded by green"
2,Sigilyph," Its head has an eye, while it has two of what looks like its eye on its black pattern, making a total of three eyes"
